qid,annotator,n_words,question_bn,paraphrase,pii_removed,notes,reason,corrected_paraphrase
prot_0046_01,Sarwad,104,"প্রায় চার বছর সম্পর্কের পর আমি বিয়ে করি। বিয়ের শর্ত ছিল, যেহেতু আমার দুই ভাই বিদেশে অবস্থান করছেন, তাই আপাতত শুধু কাবিন হয়ে থাকুক। দুই বছর পর তাঁরা একসঙ্গে দেশে এলে আনুষ্ঠানিকভাবে স্ত্রীকে আমার বাড়িতে নিয়ে আসব। আমাদের মধ্যে পারিবারিকভাবেই বিয়ে হয় এবং ওপরে উল্লিখিত সিদ্ধান্ত হয়। আমিও নিয়মিত শ্বশুরবাড়িতে যাওয়া-আসা করি। কিন্তু আমার স্ত্রীকে এখন খুবই হতাশাগ্রস্ত মনে হয়। সে আমাকে সব সময় চাপ দেয় তাকে আমার বাড়িতে নিয়ে আসার জন্য। আমি তাকে বলি, যেহেতু আগামী মাসে দুই ভাই দেশে আসবেন, তাই একটু ধৈর্য ধারণ করো, অক্টোবর মাসেই তোমাকে আমার বাড়িতে নিয়ে আসব। কিন্তু সে মানতে নারাজ। এ অবস্থায় আমি কী করতে পারি?নাছিমব্রাহ্মণবাড়িয়া","প্রায় চার বছর সম্পর্কের পর আমি বিয়ে করি। বিয়ের শর্ত ছিল, যেহেতু আমার দুই ভাই বিদেশে অবস্থান করছেন, তাই আপাতত শুধু কাবিন হয়ে থাকুক। দুই বছর পর তাঁরা একসঙ্গে দেশে এলে আনুষ্ঠানিকভাবে স্ত্রীকে আমার বাড়িতে নিয়ে আসব। আমাদের মধ্যে পারিবারিকভাবেই বিয়ে হয় এবং ওপরে উল্লিখিত সিদ্ধান্ত হয়। আমিও নিয়মিত শ্বশুরবাড়িতে যাওয়া-আসা করি। কিন্তু আমার স্ত্রীকে এখন খুবই হতাশাগ্রস্ত মনে হয়। সে আমাকে সব সময় চাপ দেয় তাকে আমার বাড়িতে নিয়ে আসার জন্য। আমি তাকে বলি, যেহেতু আগামী মাসে দুই ভাই দেশে আসবেন, তাই একটু ধৈর্য ধারণ করো, অক্টোবর মাসেই তোমাকে আমার বাড়িতে নিয়ে আসব। কিন্তু সে মানতে নারাজ। এ অবস্থায় আমি কী করতে পারি?নাছিমব্রাহ্মণবাড়িয়া",yes,,exact copy of copyrighted source question,"চার বছরের সম্পর্কের পর পারিবারিকভাবে আমাদের কাবিন হয়। কথা ছিল, বিদেশে থাকা দুই ভাই দুই বছর পর একসঙ্গে ফিরলে স্ত্রীকে অনুষ্ঠান করে বাড়ি আনব; আমি নিয়মিত শ্বশুরবাড়ি যাই। এখন ভাইরা আগামী মাসে ফিরবে এবং অক্টোবরে তাকে আনব বললেও স্ত্রী হতাশ হয়ে এখনই যেতে চাপ দিচ্ছে। এ অবস্থায় কী করব?"
prot_0047_04,Sarwad,109,"আমাদের দাম্পত্য জীবন ১৬ বছরের। আমার দুটি কন্যাসন্তান আছে। বড় মেয়ে পড়ে পঞ্চম শ্রেণীতে, আর ছোট মেয়ে পড়ে তৃতীয় শ্রেণীতে। আমার সাবেক স্বামী সরকারি চাকরিজীবী। পাঁচ মাস আগে আমাদের খোলা তালাক হয়ে যায়। তালাকের পর থেকে মেয়ে দুটি আমার কাছে থাকে। আমি বর্তমানে বেকার। আমার বাবা সংসার চালাচ্ছে এবং সাবেক স্বামী ১৫ হাজার টাকা দিচ্ছে প্রতি মাসে দুই কন্যার খরচ বাবদ।এখন আমার পরিবারের ইচ্ছায় আমি চাইছি অন্য কোথাও বিয়ে করতে। আমার প্রশ্ন হচ্ছে, আমি বিয়ে করলে বাচ্চা দুটি কি আমি আমার কাছে রাখতে পারব? তাদের বাবা তাদের নিয়ে যেতে প্রস্তুত। কিন্তু সে নেশাগ্রস্ত মানুষ। তাই একজন নেশাগ্রস্ত মানুষের কাছে আমার সন্তানদের ভবিষ্যৎ নষ্ট করতে চাই না।সাদিয়া আক্তারঠিকানা প্রকাশে অনিচ্ছুক","আমাদের দাম্পত্য জীবন ১৬ বছরের। আমার দুটি কন্যাসন্তান আছে। বড় মেয়ে পড়ে পঞ্চম শ্রেণীতে, আর ছোট মেয়ে পড়ে তৃতীয় শ্রেণীতে। আমার সাবেক স্বামী সরকারি চাকরিজীবী। পাঁচ মাস আগে আমাদের খোলা তালাক হয়ে যায়। তালাকের পর থেকে মেয়ে দুটি আমার কাছে থাকে। আমি বর্তমানে বেকার। আমার বাবা সংসার চালাচ্ছে এবং সাবেক স্বামী ১৫ হাজার টাকা দিচ্ছে প্রতি মাসে দুই কন্যার খরচ বাবদ।এখন আমার পরিবারের ইচ্ছায় আমি চাইছি অন্য কোথাও বিয়ে করতে। আমার প্রশ্ন হচ্ছে, আমি বিয়ে করলে বাচ্চা দুটি কি আমি আমার কাছে রাখতে পারব? তাদের বাবা তাদের নিয়ে যেতে প্রস্তুত। কিন্তু সে নেশাগ্রস্ত মানুষ। তাই একজন নেশাগ্রস্ত মানুষের কাছে আমার সন্তানদের ভবিষ্যৎ নষ্ট করতে চাই না।সাদিয়া আক্তারঠিকানা প্রকাশে অনিচ্ছুক",yes,,exact copy of copyrighted source question,"১৬ বছরের সংসারের পর পাঁচ মাস আগে খোলা তালাক হয়েছে। পঞ্চম ও তৃতীয় শ্রেণিপড়ুয়া দুই মেয়ে আমার কাছে থাকে; বেকার হওয়ায় বাবা সংসার চালান, আর সাবেক স্বামী মাসে ১৫ হাজার টাকা দেন। আমি আবার বিয়ে করলে কি মেয়েদের রাখতে পারব? তাদের বাবা নিতে চান, কিন্তু তিনি নেশাগ্রস্ত বলে সন্তানদের নিরাপত্তা নিয়ে ভয় পাচ্ছি।"
prot_0049_01,Sarwad,98,"পলিটেকনিক ইনস্টিটিউটে পড়ার সময় একটি ছেলের সঙ্গে আমার সম্পর্ক হয়। এর পরিপ্রেক্ষিতে ২০১১ সালে ওই ছেলের সঙ্গে প্রথমে মৌলভির সামনে বিয়ে হয় এবং পরবর্তী সময়ে নোটারি পাবলিকের মাধ্যমে বিয়ের এফিডেভিট করি, যা আমার পরিবারের কেউ জানে না। পড়া শেষ করে এখন আমি চাকরি করি এবং সে তার বাড়িতে থাকে। বর্তমানে সে আমাকে সন্দেহ করে এবং তালাক পর্যন্ত দিতে চায়। আমার মনে হচ্ছে, যার মধ্যে সন্দেহ ঢুকে গেছে, তার সঙ্গে সম্পর্ক রাখা ঠিক হবে না। আমিও তাকে তালাক দিতে ইচ্ছুক। তালাক দিতে চাইলে কী করতে হবে? আমি তাকে তালাক দিলে কি মোহরানা পাব? উল্লেখ্য, বিয়ের সব কাগজপত্র তার কাছে।সুমাচট্টগ্রাম","পলিটেকনিক ইনস্টিটিউটে পড়ার সময় একটি ছেলের সঙ্গে আমার সম্পর্ক হয়। এর পরিপ্রেক্ষিতে ২০১১ সালে ওই ছেলের সঙ্গে প্রথমে মৌলভির সামনে বিয়ে হয় এবং পরবর্তী সময়ে নোটারি পাবলিকের মাধ্যমে বিয়ের এফিডেভিট করি, যা আমার পরিবারের কেউ জানে না। পড়া শেষ করে এখন আমি চাকরি করি এবং সে তার বাড়িতে থাকে। বর্তমানে সে আমাকে সন্দেহ করে এবং তালাক পর্যন্ত দিতে চায়। আমার মনে হচ্ছে, যার মধ্যে সন্দেহ ঢুকে গেছে, তার সঙ্গে সম্পর্ক রাখা ঠিক হবে না। আমিও তাকে তালাক দিতে ইচ্ছুক। তালাক দিতে চাইলে কী করতে হবে? আমি তাকে তালাক দিলে কি মোহরানা পাব? উল্লেখ্য, বিয়ের সব কাগজপত্র তার কাছে।সুমাচট্টগ্রাম",yes,,exact copy of copyrighted source question,"পড়ার সময় পরিচিত এক ছেলেকে ২০১১ সালে গোপনে প্রথমে মৌলভির সামনে বিয়ে করি, পরে নোটারি দিয়ে এফিডেভিট করি। এখন সে সন্দেহ করে এবং তালাক চায়; আমিও সম্পর্ক শেষ করতে চাই। স্ত্রী হিসেবে কীভাবে তালাক দেব, দেনমোহর পাব কি, আর সব কাগজ তার কাছে থাকলে কী করব?"
prot_0051_02,Sarwad,72,"আমার বয়স যখন তিন বছর, তখন আমার মা আমাকে একাকী রেখে মারা যান। তারপর আমার বাবা দ্বিতীয় বিয়ে করেন। সেই সংসারে পাঁচ মেয়ে ও তিন ছেলে রেখে আমার বাবা মারা যান। কিছুদিন পর আমার দ্বিতীয় মায়ের ছোট ছেলে মারা যায়। তা হলে ওই ছোট ভাইয়ের সম্পত্তির অংশ আমি পাব কি না? অথবা কে কে তার সম্পত্তির অংশীদার তা জানালে উপকৃত হব। আমার ছোট ভাই বিয়ে করেনি, তার কোনো সন্তান নেই।এ এস সরকারপাবনা","আমার বয়স যখন তিন বছর, তখন আমার মা আমাকে একাকী রেখে মারা যান। তারপর আমার বাবা দ্বিতীয় বিয়ে করেন। সেই সংসারে পাঁচ মেয়ে ও তিন ছেলে রেখে আমার বাবা মারা যান। কিছুদিন পর আমার দ্বিতীয় মায়ের ছোট ছেলে মারা যায়। তা হলে ওই ছোট ভাইয়ের সম্পত্তির অংশ আমি পাব কি না? অথবা কে কে তার সম্পত্তির অংশীদার তা জানালে উপকৃত হব। আমার ছোট ভাই বিয়ে করেনি, তার কোনো সন্তান নেই।এ এস সরকারপাবনা",yes,,exact copy of copyrighted source question,"আমি তিন বছর বয়সে মাকে হারাই। বাবার দ্বিতীয় সংসারে পাঁচ মেয়ে ও তিন ছেলে ছিল; বাবা মারা যাওয়ার পর সেই পক্ষের ছোট ছেলে মারা গেছে। সে অবিবাহিত ও নিঃসন্তান ছিল। তার সম্পত্তিতে আমি অংশ পাব কি, আর অন্য উত্তরাধিকারী কারা?"
prot_0056_04,Sarwad,86,"আমি একজন সরকারি চাকরিজীবী। এক বছর আগে আমার এক আত্মীয়ের মেয়েকে বিয়ে করি। কিন্তু বিয়ের কয়েক সপ্তাহ পরে জানতে পারি, বিয়ের আগে তার অন্য এক ছেলের সঙ্গে সম্পর্ক ছিল। আমি তাকে খুব ভালোবাসতাম। কিন্তু এ কথা জানার পর তাকে আর মেনে নিতে পারছি না। মেয়েটি তার সম্পর্কের কথা স্বীকার করে না। কিন্তু তার আত্মীয়স্বজন, বন্ধুবান্ধব আমাকে বলেছে। তার সঙ্গে আমার দু-একদিন পরপর ঝগড়া হয়। আমি তাঁকে তালাকের কথা বললে সে রাজি হয় না। কিন্তু আমি আর সংসার করতে চাই না। তাঁকে কীভাবে তালাক দেব?নাম প্রকাশে অনিচ্ছুক","আমি একজন সরকারি চাকরিজীবী। এক বছর আগে আমার এক আত্মীয়ের মেয়েকে বিয়ে করি। কিন্তু বিয়ের কয়েক সপ্তাহ পরে জানতে পারি, বিয়ের আগে তার অন্য এক ছেলের সঙ্গে সম্পর্ক ছিল। আমি তাকে খুব ভালোবাসতাম। কিন্তু এ কথা জানার পর তাকে আর মেনে নিতে পারছি না। মেয়েটি তার সম্পর্কের কথা স্বীকার করে না। কিন্তু তার আত্মীয়স্বজন, বন্ধুবান্ধব আমাকে বলেছে। তার সঙ্গে আমার দু-একদিন পরপর ঝগড়া হয়। আমি তাঁকে তালাকের কথা বললে সে রাজি হয় না। কিন্তু আমি আর সংসার করতে চাই না। তাঁকে কীভাবে তালাক দেব?নাম প্রকাশে অনিচ্ছুক",no,,exact copy of copyrighted source question,"এক বছর আগে এক আত্মীয়ের মেয়েকে বিয়ে করি। কয়েক সপ্তাহ পর শুনি, বিয়ের আগে তার অন্য কারও সঙ্গে সম্পর্ক ছিল; সে অস্বীকার করলেও আত্মীয়-বন্ধুরা বলেছে। এ নিয়ে প্রায়ই ঝগড়া হয়। সে রাজি না হলেও আমি আর সংসার করতে চাই না—কীভাবে তালাক দেব?"
prot_0059_02,Sarwad,154,"আমার বয়স ৪১ বছর এবং আমি তিন সন্তানের মা। ১৯৯৩ সালে পরিবারের কাউকে না জানিয়ে আমার সমবয়সী এক ছেলেকে কাজী অফিসে গিয়ে বিয়ে করে ফেলি। বিয়েতে সাক্ষী ছিল তার বন্ধুরা। বিয়ের পর তার বা আমার পরিবারের কাউকে এ খবর জানাইনি। কয়েক মাস পর সে বিদেশে চলে যায়। প্রথম দেড় বছর যোগাযোগ থাকলেও পরে একটানা পাঁচ মাস সে কোনো যোগাযোগ না করাতে আমি আদালত থেকে একটা তালাকনামা জোগাড় করে পাঠিয়ে দিই (১৯৯৫ সালে)। এর প্রায় ৩ সপ্তাহ পর পারিবারিকভাবে আমার বাবা-মায়ের পছন্দের ছেলের সঙ্গে আমার বিয়ে হয়। তালাকনামা পেয়ে সেই প্রবাসী ছেলে আমাকে ফোন করে কিন্তু তারপর ১৬ বছরের মধ্যে আর কোনো যোগাযোগ হয়নি। বর্তমানে আমি স্বামী ও তিন সন্তান নিয়ে সুখে আছি। আমার স্বামী এবং বাবা-মাকে আমার অতীত কিছু জানাইনি, জানাতেও চাই না। কিন্তু সব সময় আমার মনে হচ্ছে, কোথায় যেন ভুল হয়েছে বা হচ্ছে। ইসলামি আইন মোতাবেক আমার কি কোথাও ভুল হয়েছে? ভুল হয়ে থাকলে এ মুহূর্তে শোধরানোর উপায় কী? নাম প্রকাশে অনিচ্ছুকঢাকা","আমার বয়স ৪১ বছর এবং আমি তিন সন্তানের মা। ১৯৯৩ সালে পরিবারের কাউকে না জানিয়ে আমার সমবয়সী এক ছেলেকে কাজী অফিসে গিয়ে বিয়ে করে ফেলি। বিয়েতে সাক্ষী ছিল তার বন্ধুরা। বিয়ের পর তার বা আমার পরিবারের কাউকে এ খবর জানাইনি। কয়েক মাস পর সে বিদেশে চলে যায়। প্রথম দেড় বছর যোগাযোগ থাকলেও পরে একটানা পাঁচ মাস সে কোনো যোগাযোগ না করাতে আমি আদালত থেকে একটা তালাকনামা জোগাড় করে পাঠিয়ে দিই (১৯৯৫ সালে)। এর প্রায় ৩ সপ্তাহ পর পারিবারিকভাবে আমার বাবা-মায়ের পছন্দের ছেলের সঙ্গে আমার বিয়ে হয়। তালাকনামা পেয়ে সেই প্রবাসী ছেলে আমাকে ফোন করে কিন্তু তারপর ১৬ বছরের মধ্যে আর কোনো যোগাযোগ হয়নি। বর্তমানে আমি স্বামী ও তিন সন্তান নিয়ে সুখে আছি। আমার স্বামী এবং বাবা-মাকে আমার অতীত কিছু জানাইনি, জানাতেও চাই না। কিন্তু সব সময় আমার মনে হচ্ছে, কোথায় যেন ভুল হয়েছে বা হচ্ছে। ইসলামি আইন মোতাবেক আমার কি কোথাও ভুল হয়েছে? ভুল হয়ে থাকলে এ মুহূর্তে শোধরানোর উপায় কী? নাম প্রকাশে অনিচ্ছুকঢাকা",yes,,exact copy of copyrighted source question,"আমার বয়স এখন ৪১। ১৯৯৩ সালে পরিবারের অজান্তে সমবয়সী একজনকে কাজি অফিসে বিয়ে করেছিলাম। সে বিদেশে গিয়ে প্রথম দেড় বছর যোগাযোগ রাখে, পরে পাঁচ মাস চুপ থাকায় ১৯৯৫ সালে আদালত থেকে তালাকনামা পাঠাই। তিন সপ্তাহ পর পরিবারের পছন্দে আবার বিয়ে করি। প্রথম ব্যক্তি একবার ফোন করলেও ১৬ বছরে আর যোগাযোগ করেনি। বর্তমান স্বামী ও তিন সন্তান কিছু জানে না। ইসলামি আইনে ভুল হয়ে থাকলে এখন কীভাবে ঠিক করব?"
prot_0066_03,Sarwad,105,"আমি ঢাকায় স্নাতক শ্রেণীতে পড়ছি। ২০১০ সালে আমাদের এলাকার একজন লোকের সঙ্গে আমার ঝগড়া হয়। পরে তিনি আমার নামে ৩২৬ ধারায় একটি মিথ্যা মামলা করেন, যার প্রধান আসামি আমাকে করা হয়। মামলা করার কিছুদিন পরেই আমার নামে হুলিয়া জারি হয় এবং ওই মামলায় আমাকে ২১ দিন জেল খাটতে হয়। এখন আমি জামিনে আছি। জামিনের হাজিরা দিতে প্রতি মাসে আমাকে ঢাকা থেকে কুমিল্লায় যেতে হয়, যা আমার কাছে মানসিক দুশ্চিন্তা ও পড়ালেখায় অসুবিধার কারণ। যেহেতু এটি একটি মিথ্যা মামলা, যদি বাদী মামলা না ওঠান, তাহলে অন্য কোনো উপায়ে সহজে এ থেকে খালাস পাওয়া যাবে কি না? আর ভবিষ্যতে সরকারি চাকরি পেতে কোনো অসুবিধা হবে কি না?","আমি ঢাকায় স্নাতক শ্রেণীতে পড়ছি। ২০১০ সালে আমাদের এলাকার একজন লোকের সঙ্গে আমার ঝগড়া হয়। পরে তিনি আমার নামে ৩২৬ ধারায় একটি মিথ্যা মামলা করেন, যার প্রধান আসামি আমাকে করা হয়। মামলা করার কিছুদিন পরেই আমার নামে হুলিয়া জারি হয় এবং ওই মামলায় আমাকে ২১ দিন জেল খাটতে হয়। এখন আমি জামিনে আছি। জামিনের হাজিরা দিতে প্রতি মাসে আমাকে ঢাকা থেকে কুমিল্লায় যেতে হয়, যা আমার কাছে মানসিক দুশ্চিন্তা ও পড়ালেখায় অসুবিধার কারণ। যেহেতু এটি একটি মিথ্যা মামলা, যদি বাদী মামলা না ওঠান, তাহলে অন্য কোনো উপায়ে সহজে এ থেকে খালাস পাওয়া যাবে কি না? আর ভবিষ্যতে সরকারি চাকরি পেতে কোনো অসুবিধা হবে কি না?",yes,,exact copy of copyrighted source question,"স্নাতকে পড়ার সময় ২০১০ সালের ঝগড়ার পর একজন আমার বিরুদ্ধে ৩২৬ ধারায় মিথ্যা মামলা করে, আমাকে প্রধান আসামি বানায়। হুলিয়া জারি হয়ে ২১ দিন জেল খেটেছি; এখন জামিনে থেকে প্রতি মাসে অন্য জেলায় হাজিরা দিতে গিয়ে পড়াশোনা ও মানসিক অবস্থা ক্ষতিগ্রস্ত হচ্ছে। বাদী মামলা না তুললে দ্রুত খালাসের উপায় কী, আর সরকারি চাকরিতে সমস্যা হবে কি?"
prot_0069_03,Sarwad,57,"আমার দাদারা দুই ভাই চার বোন। আমার দাদার প্রাপ্ত সম্পত্তি ৩০ বিঘা। আমার দাদার কোনো ছেলেসন্তান নেই। একটি মাত্র মেয়ে। আমার দাদা চান, তাঁর সব সম্পত্তি ইসলামি শরিয়ত মোতাবেক সুষ্ঠুভাবে বণ্টন করে দিতে। প্রশ্ন হচ্ছে, তাঁর মেয়ে কতটুকু পাবে এবং তার ভাই ও বোনেরা কতটুকু পাবে?দাদার দুই বোন মারা গেছেন। তাঁদের ছেলেমেয়েরা কি দাদার সম্পত্তির ভাগ পাবেন?কবিররাজশাহী","আমার দাদারা দুই ভাই চার বোন। আমার দাদার প্রাপ্ত সম্পত্তি ৩০ বিঘা। আমার দাদার কোনো ছেলেসন্তান নেই। একটি মাত্র মেয়ে। আমার দাদা চান, তাঁর সব সম্পত্তি ইসলামি শরিয়ত মোতাবেক সুষ্ঠুভাবে বণ্টন করে দিতে। প্রশ্ন হচ্ছে, তাঁর মেয়ে কতটুকু পাবে এবং তার ভাই ও বোনেরা কতটুকু পাবে?দাদার দুই বোন মারা গেছেন। তাঁদের ছেলেমেয়েরা কি দাদার সম্পত্তির ভাগ পাবেন?কবিররাজশাহী",yes,,exact copy of copyrighted source question,"দাদারা দুই ভাই ও চার বোন; দাদার সম্পত্তি ৩০ বিঘা। তাঁর ছেলে নেই, এক মেয়ে আছে। শরিয়ত অনুযায়ী জীবদ্দশায় বণ্টন করলে মেয়ে ও জীবিত ভাইবোনেরা কতটা পাবেন? মারা যাওয়া দুই বোনের সন্তানেরা কি কোনো অংশ পাবে?"
prot_0070_04,Sarwad,53,"২০০৬ সালে আমার এক আত্মীয়কে তিন লাখ টাকা দিয়েছিলাম ব্যবসার জন্য। সে বলেছিল আমাকে কিছু লাভ দেবে। কিন্তু সে লাভের টাকা দেওয়া দূরের কথা, আসল টাকাই দিচ্ছে না। কীভাবে আমি আমার টাকা পাব? টাকা দেওয়ার কোনো প্রমাণপত্র আমার কাছে নেই। সে শুধু আমাকে ঘোরাচ্ছে টাকা দেওয়ার কথা বলে। কীভাবে আমার টাকা পেতে পারি?","২০০৬ সালে আমার এক আত্মীয়কে তিন লাখ টাকা দিয়েছিলাম ব্যবসার জন্য। সে বলেছিল আমাকে কিছু লাভ দেবে। কিন্তু সে লাভের টাকা দেওয়া দূরের কথা, আসল টাকাই দিচ্ছে না। কীভাবে আমি আমার টাকা পাব? টাকা দেওয়ার কোনো প্রমাণপত্র আমার কাছে নেই। সে শুধু আমাকে ঘোরাচ্ছে টাকা দেওয়ার কথা বলে। কীভাবে আমার টাকা পেতে পারি?",no,,exact copy of copyrighted source question,"২০০৬ সালে ব্যবসার জন্য এক আত্মীয়কে তিন লাখ টাকা দিয়েছিলাম, লাভ দেওয়ার কথা ছিল। লাভ তো দেয়ইনি, মূল টাকাও ফেরত দিচ্ছে না; কোনো লিখিত প্রমাণ নেই, শুধু ঘোরাচ্ছে। টাকা উদ্ধারের উপায় কী?"
prot_0072_03,Sarwad,92,"২০০৮ সালের জুন মাসে আমাদের বাসার ভাড়াটিয়ার মেয়ে আমার ঘরে বাইরে থেকে তালা লাগিয়ে দেয়। এরপর সে বলতে থাকে, তাকে আমি নির্যাতন করেছি। এ অবস্থায় পুলিশ এসে আমাকে উদ্ধার করে থানায় নিয়ে যায়। এতে আমাকে ৩৪ দিন কারাবাস করতে হয়। পরবর্তী সময়ে পুলিশি তদন্ত রিপোর্টে অভিযোগ মিথ্যা প্রমাণিত হয় এবং ১৭ ধারায় বাদিনীর বিরুদ্ধে ব্যবস্থা নেওয়ার কথা বলা হয়। আমি স্নাতক শেষ করেছি। এখন আমার চাকরি পাওয়ার ক্ষেত্রে কোনো সমস্যা হবে কি? মামলা কত দিন চলতে পারে এবং পরে বাদিনীর বিরুদ্ধে কী ব্যবস্থা নিতে পারব? আদালতে সাক্ষ্য গ্রহণ হয়নি। নাম প্রকাশে অনিচ্ছুকসিলেট","২০০৮ সালের জুন মাসে আমাদের বাসার ভাড়াটিয়ার মেয়ে আমার ঘরে বাইরে থেকে তালা লাগিয়ে দেয়। এরপর সে বলতে থাকে, তাকে আমি নির্যাতন করেছি। এ অবস্থায় পুলিশ এসে আমাকে উদ্ধার করে থানায় নিয়ে যায়। এতে আমাকে ৩৪ দিন কারাবাস করতে হয়। পরবর্তী সময়ে পুলিশি তদন্ত রিপোর্টে অভিযোগ মিথ্যা প্রমাণিত হয় এবং ১৭ ধারায় বাদিনীর বিরুদ্ধে ব্যবস্থা নেওয়ার কথা বলা হয়। আমি স্নাতক শেষ করেছি। এখন আমার চাকরি পাওয়ার ক্ষেত্রে কোনো সমস্যা হবে কি? মামলা কত দিন চলতে পারে এবং পরে বাদিনীর বিরুদ্ধে কী ব্যবস্থা নিতে পারব? আদালতে সাক্ষ্য গ্রহণ হয়নি। নাম প্রকাশে অনিচ্ছুকসিলেট",yes,,exact copy of copyrighted source question,"২০০৮ সালের জুনে বাসার ভাড়াটিয়ার মেয়ে বাইরে থেকে ঘরে তালা দিয়ে আমার বিরুদ্ধে নির্যাতনের মিথ্যা অভিযোগ তোলে। পুলিশ উদ্ধার করলেও আমাকে ৩৪ দিন জেলে থাকতে হয়। পরে তদন্তে অভিযোগ মিথ্যা পাওয়া যায় এবং ১৭ ধারায় বাদিনীর বিরুদ্ধে ব্যবস্থার কথা আসে। এখন চাকরিতে বাধা হবে কি, মামলা কত দিন চলবে, আর সাক্ষ্য শুরুর আগে তার বিরুদ্ধে কী ব্যবস্থা নিতে পারি?"
prot_0073_03,Sarwad,159,"আমার বয়স ২৫ বছর। আমি একটি মেয়েকে ভালোবাসি, যার বয়স ২১ বছর। ১৯ বছর বয়সে ওর পরিবার ওকে ইচ্ছার বিরুদ্ধে প্রবাসী এক লোকের সঙ্গে বিয়ে দেয়। তখন আমি কিছু করতে পারিনি শুধু কাঁদা ছাড়া। কারণ, আমার কোনো চাকরি ছিল না। এখন পরিবারের প্রতি সম্মান রেখে আমরা দুজনেই চাচ্ছি আমাদের জীবনটা নতুন করে গড়ে তুলতে। কিন্তু স্বাভাবিকভাবেই ওর বা আমার পরিবার কিছুতেই এটা মেনে নেবে না। ও তালাক দিলে বাসায় থাকতে পারবে না। আমি সব দিক থেকেই প্রস্তুত। আমার প্রশ্ন, যেহেতু ওকে কাবিননামা দিচ্ছে না বা কোথা থেকে রেজিস্ট্রি করা হয়েছে, তা-ও বলছে না, তাই কাবিননামা না পাওয়া গেলে কী করব? অথবা কাবিননামা ছাড়া কি তালাক সম্ভব? ওই লোকটা বিদেশে থাকা অবস্থায় কি তালাক দেওয়া যাবে? কাবিননামায় যদি ওর তালাক দেওয়ার অধিকার না থাকে, তাহলে আইন অনুসারে কী করতে পারি? যেহেতু তালাক কার্যকর হতে ৯০ দিন সময় লাগে এবং ওই সময়টা আমরা নিরাপত্তাহীন অবস্থায় থাকব, তাই ওই সময়টা আমরা একই ছাদের নিচে থাকলে কি কোনো ধরনের আইনি জটিলতার সৃষ্টি হবে?","আমার বয়স ২৫ বছর। আমি একটি মেয়েকে ভালোবাসি, যার বয়স ২১ বছর। ১৯ বছর বয়সে ওর পরিবার ওকে ইচ্ছার বিরুদ্ধে প্রবাসী এক লোকের সঙ্গে বিয়ে দেয়। তখন আমি কিছু করতে পারিনি শুধু কাঁদা ছাড়া। কারণ, আমার কোনো চাকরি ছিল না। এখন পরিবারের প্রতি সম্মান রেখে আমরা দুজনেই চাচ্ছি আমাদের জীবনটা নতুন করে গড়ে তুলতে। কিন্তু স্বাভাবিকভাবেই ওর বা আমার পরিবার কিছুতেই এটা মেনে নেবে না। ও তালাক দিলে বাসায় থাকতে পারবে না। আমি সব দিক থেকেই প্রস্তুত। আমার প্রশ্ন, যেহেতু ওকে কাবিননামা দিচ্ছে না বা কোথা থেকে রেজিস্ট্রি করা হয়েছে, তা-ও বলছে না, তাই কাবিননামা না পাওয়া গেলে কী করব? অথবা কাবিননামা ছাড়া কি তালাক সম্ভব? ওই লোকটা বিদেশে থাকা অবস্থায় কি তালাক দেওয়া যাবে? কাবিননামায় যদি ওর তালাক দেওয়ার অধিকার না থাকে, তাহলে আইন অনুসারে কী করতে পারি? যেহেতু তালাক কার্যকর হতে ৯০ দিন সময় লাগে এবং ওই সময়টা আমরা নিরাপত্তাহীন অবস্থায় থাকব, তাই ওই সময়টা আমরা একই ছাদের নিচে থাকলে কি কোনো ধরনের আইনি জটিলতার সৃষ্টি হবে?",no,,exact copy of copyrighted source question,"আমার বয়স ২৫, মেয়েটির ২১; তাকে ১৯ বছর বয়সে জোর করে প্রবাসী একজনের সঙ্গে বিয়ে দেওয়া হয়। এখন আমরা নতুন জীবন চাই, কিন্তু পরিবার মানবে না। স্বামী কাবিননামা বা নিবন্ধনের তথ্য দিচ্ছে না—কাগজ ছাড়া এবং স্বামী বিদেশে থাকতেই কি তালাক সম্ভব? কাবিনে স্ত্রীর তালাকের ক্ষমতা না থাকলে কী করতে হবে? কার্যকর হওয়ার ৯০ দিন নিরাপত্তার জন্য একসঙ্গে থাকলে আইনি সমস্যা হবে কি?"
